文件1,文件2,相似度
sub087,sub130,0.5971
sub087,sub131,0.5309
sub087,sub132,0.6436
sub087,sub133,0.5132
sub087,sub134,0.6039
sub087,sub135,0.5721
sub087,sub136,0.6218
sub087,sub137,0.4383
sub087,sub138,0.5729
sub087,sub139,0.5659
sub087,sub140,0.7642
sub087,sub141,0.7814
sub087,sub142,0.6159
sub087,sub143,0.5358
sub087,sub144,0.5647
sub087,sub145,0.4929
sub087,sub146,0.4896
sub087,sub147,0.5963
sub087,sub148,0.5262
sub087,sub149,0.6026
sub087,sub150,0.5548
sub087,sub151,0.5760
sub087,sub152,0.7079
sub087,sub153,0.5359
sub087,sub154,0.6564
sub087,sub155,0.5327
sub087,sub156,0.5612
sub087,sub157,0.5477
sub087,sub158,0.5376
sub087,sub159,0.6321
sub087,sub160,0.5628
sub087,sub161,0.6593
sub087,sub162,0.5829
sub087,sub163,0.5349
sub087,sub164,0.4196
sub087,sub165,0.5155
sub087,sub166,0.5786
sub087,sub167,0.5451
sub087,sub168,0.4767
sub087,sub169,0.6609
sub087,sub170,0.6769
sub087,sub171,0.5307
sub087,sub172,0.5837
sub087,sub173,0.7197
sub087,sub174,0.5966
sub088,sub089,0.3840
sub088,sub090,0.5601
sub088,sub091,0.6520
sub088,sub092,0.3837
sub088,sub093,0.4218
sub088,sub094,0.4566
sub088,sub095,0.4083
sub088,sub096,0.4064
sub088,sub097,0.5673
sub088,sub098,0.5252
sub088,sub099,0.4822
sub088,sub100,0.4485
sub088,sub101,0.6021
sub088,sub102,0.5444
sub088,sub103,0.5151
sub088,sub104,0.5968
sub088,sub105,0.5268
sub088,sub106,0.4760
sub088,sub108,0.6488
sub088,sub109,0.6329
sub088,sub110,0.4711
sub088,sub111,0.5644
sub088,sub112,0.4922
sub088,sub113,0.5932
sub088,sub114,0.5976
sub088,sub115,0.4331
sub088,sub117,0.4270
sub088,sub119,0.5854
sub088,sub120,0.5062
sub088,sub121,0.4574
sub088,sub122,0.3680
sub088,sub123,0.4982
sub088,sub124,0.5632
sub088,sub125,0.5529
sub088,sub126,0.6406
sub088,sub127,0.5727
sub088,sub128,0.7228
sub088,sub129,0.6114
sub088,sub130,0.5534
sub088,sub131,0.5550
sub088,sub132,0.6400
sub088,sub133,0.5424
sub088,sub134,0.4312
sub088,sub135,0.5654
sub088,sub136,0.5058
sub088,sub137,0.3592
sub088,sub138,0.4848
sub088,sub139,0.5327
sub088,sub140,0.6178
sub088,sub141,0.5533
sub088,sub142,0.4615
sub088,sub143,0.4342
sub088,sub144,0.5422
sub088,sub145,0.4148
sub088,sub146,0.4667
sub088,sub147,0.6716
sub088,sub148,0.6359
sub088,sub149,0.4733
sub088,sub150,0.4557
sub088,sub151,0.5454
sub088,sub152,0.5139
sub088,sub153,0.5296
sub088,sub154,0.4273
sub088,sub155,0.3860
sub088,sub156,0.6659
sub088,sub157,0.4341
sub088,sub158,0.5032
sub088,sub159,0.5178
sub088,sub160,0.7032
sub088,sub161,0.5206
sub088,sub162,0.6147
sub088,sub163,0.5014
sub088,sub164,0.5462
sub088,sub165,0.5494
sub088,sub166,0.6750
sub088,sub167,0.5488
sub088,sub168,0.4184
sub088,sub169,0.5595
sub088,sub170,0.4092
sub088,sub171,0.4532
sub088,sub172,0.4060
sub088,sub173,0.4764
sub088,sub174,0.5501
sub089,sub090,0.4627
sub089,sub091,0.4211
sub089,sub092,0.3533
sub089,sub093,0.5365
sub089,sub094,0.3926
sub089,sub095,0.3774
sub089,sub096,0.4651
sub089,sub097,0.4412
sub089,sub098,0.4666
sub089,sub099,0.3942
sub089,sub100,0.4170
sub089,sub101,0.3095
sub089,sub102,0.4453
sub089,sub103,0.4267
sub089,sub104,0.5310
sub089,sub105,0.3223
sub089,sub106,0.4015
sub089,sub108,0.4276
sub089,sub109,0.4595
sub089,sub110,0.4108
sub089,sub111,0.4118
sub089,sub112,0.4821
sub089,sub113,0.3446
sub089,sub114,0.4260
sub089,sub115,0.4012
sub089,sub117,0.3780
sub089,sub119,0.3368
sub089,sub120,0.5176
sub089,sub121,0.4239
sub089,sub122,0.3955
sub089,sub123,0.4277
sub089,sub124,0.4173
sub089,sub125,0.4447
sub089,sub126,0.3552
sub089,sub127,0.4484
sub089,sub128,0.3844
sub089,sub129,0.3565
sub089,sub130,0.4195
sub089,sub131,0.4470
sub089,sub132,0.4717
sub089,sub133,0.3432
sub089,sub134,0.4973
sub089,sub135,0.4707
sub089,sub136,0.4316
sub089,sub137,0.4012
sub089,sub138,0.3852
sub089,sub139,0.3980
sub089,sub140,0.5541
sub089,sub141,0.5613
sub089,sub142,0.3870
sub089,sub143,0.5088
sub089,sub144,0.4150
sub089,sub145,0.4389
sub089,sub146,0.3046
sub089,sub147,0.3955
sub089,sub148,0.4239
sub089,sub149,0.3991
sub089,sub150,0.4508
sub089,sub151,0.2871
sub089,sub152,0.4945
sub089,sub153,0.3402
sub089,sub154,0.4370
sub089,sub155,0.3427
sub089,sub156,0.3693
sub089,sub157,0.4696
sub089,sub158,0.3648
sub089,sub159,0.4396
sub089,sub160,0.3961
sub089,sub161,0.5760
sub089,sub162,0.3832
sub089,sub163,0.4678
sub089,sub164,0.3282
sub089,sub165,0.3129
sub089,sub166,0.4725
sub089,sub167,0.3609
sub089,sub168,0.4360
sub089,sub169,0.4710
sub089,sub170,0.4848
sub089,sub171,0.4673
sub089,sub172,0.4361
sub089,sub173,0.3985
sub089,sub174,0.4255
sub090,sub091,0.5570
sub090,sub092,0.5182
sub090,sub093,0.4616
sub090,sub094,0.5076
sub090,sub095,0.3810
sub090,sub096,0.5204
sub090,sub097,0.7002
sub090,sub098,0.5783
sub090,sub099,0.6024
sub090,sub100,0.5517
sub090,sub101,0.4319
sub090,sub102,0.7139
sub090,sub103,0.5097
sub090,sub104,0.7597
sub090,sub105,0.3481
sub090,sub106,0.5624
sub090,sub108,0.6706
sub090,sub109,0.7418
sub090,sub110,0.5161
sub090,sub111,0.6583
sub090,sub112,0.6574
sub090,sub113,0.4257
sub090,sub114,0.6157
sub090,sub115,0.5420
sub090,sub117,0.6854
sub090,sub119,0.5954
sub090,sub120,0.6656
sub090,sub121,0.7319
sub090,sub122,0.4109
sub090,sub123,0.4899
sub090,sub124,0.6276
sub090,sub125,0.7500
sub090,sub126,0.4759
sub090,sub127,0.6390
sub090,sub128,0.6928
sub090,sub129,0.4655
sub090,sub130,0.7040
sub090,sub131,0.6415
sub090,sub132,0.7871
sub090,sub133,0.3964
sub090,sub134,0.7897
sub090,sub135,0.6522
sub090,sub136,0.5645
sub090,sub137,0.4115
sub090,sub138,0.5503
sub090,sub139,0.5153
sub090,sub140,0.7260
sub090,sub141,0.6547
sub090,sub142,0.5591
sub090,sub143,0.5111
sub090,sub144,0.4818
sub090,sub145,0.6862
sub090,sub146,0.4435
sub090,sub147,0.4632
sub090,sub148,0.6431
sub090,sub149,0.5678
sub090,sub150,0.5476
sub090,sub151,0.4862
sub090,sub152,0.8173
sub090,sub153,0.5252
sub090,sub154,0.6295
sub090,sub155,0.4900
sub090,sub156,0.4105
sub090,sub157,0.4792
sub090,sub158,0.6183
sub090,sub159,0.6298
sub090,sub160,0.4415
sub090,sub161,0.6012
sub090,sub162,0.4975
sub090,sub163,0.7160
sub090,sub164,0.3812
sub090,sub165,0.3608
sub090,sub166,0.6917
sub090,sub167,0.4525
sub090,sub168,0.4590
sub090,sub169,0.7838
sub090,sub170,0.8166
sub090,sub171,0.7214
sub090,sub172,0.5802
sub090,sub173,0.6453
sub090,sub174,0.5543
sub091,sub092,0.3915
sub091,sub093,0.4126
sub091,sub094,0.5072
sub091,sub095,0.3575
sub091,sub096,0.4951
sub091,sub097,0.5276
sub091,sub098,0.5882
sub091,sub099,0.5174
sub091,sub100,0.4943
sub091,sub101,0.4758
sub091,sub102,0.5457
sub091,sub103,0.4263
sub091,sub104,0.5470
sub091,sub105,0.3892
sub091,sub106,0.5281
sub091,sub108,0.6002
sub091,sub109,0.5699
sub091,sub110,0.3808
sub091,sub111,0.5245
sub091,sub112,0.5301
sub091,sub113,0.5853
sub091,sub114,0.5558
sub091,sub115,0.4849
sub091,sub117,0.4399
sub091,sub119,0.5717
sub091,sub120,0.5323
sub091,sub121,0.4930
sub091,sub122,0.4190
sub091,sub123,0.4801
sub091,sub124,0.5189
sub091,sub125,0.5887
sub091,sub126,0.5607
sub091,sub127,0.5018
sub091,sub128,0.6243
sub091,sub129,0.5841
sub091,sub130,0.5119
sub091,sub131,0.5630
sub091,sub132,0.7050
sub091,sub133,0.5843
sub091,sub134,0.4781
sub091,sub135,0.5491
sub091,sub136,0.5442
sub091,sub137,0.3941
sub091,sub138,0.4391
sub091,sub139,0.5252
sub091,sub140,0.5969
sub091,sub141,0.5543
sub091,sub142,0.5702
sub091,sub143,0.4845
sub091,sub144,0.6148
sub091,sub145,0.4535
sub091,sub146,0.4493
sub091,sub147,0.5994
sub091,sub148,0.5216
sub091,sub149,0.4329
sub091,sub150,0.5393
sub091,sub151,0.4677
sub091,sub152,0.5244
sub091,sub153,0.4672
sub091,sub154,0.4892
sub091,sub155,0.3755
sub091,sub156,0.5267
sub091,sub157,0.4266
sub091,sub158,0.4604
sub091,sub159,0.4757
sub091,sub160,0.5445
sub091,sub161,0.5220
sub091,sub162,0.6023
sub091,sub163,0.4642
sub091,sub164,0.3732
sub091,sub165,0.4596
sub091,sub166,0.6267
sub091,sub167,0.5184
sub091,sub168,0.4175
sub091,sub169,0.5278
sub091,sub170,0.4319
sub091,sub171,0.4764
sub091,sub172,0.4984
sub091,sub173,0.4934
sub091,sub174,0.4615
sub092,sub093,0.5845
sub092,sub094,0.5269
sub092,sub095,0.4768
sub092,sub096,0.5068
sub092,sub097,0.4406
sub092,sub098,0.5670
sub092,sub099,0.5139
sub092,sub100,0.5173
sub092,sub101,0.5348
sub092,sub102,0.5506
sub092,sub103,0.5314
sub092,sub104,0.4465
sub092,sub105,0.3303
sub092,sub106,0.5679
sub092,sub108,0.3780
sub092,sub109,0.4123
sub092,sub110,0.5294
sub092,sub111,0.4977
sub092,sub112,0.5201
sub092,sub113,0.3512
sub092,sub114,0.5362
sub092,sub115,0.8790
sub092,sub117,0.4505
sub092,sub119,0.7898
sub092,sub120,0.5692
sub092,sub121,0.4669
sub092,sub122,0.3738
sub092,sub123,0.4450
sub092,sub124,0.5011
sub092,sub125,0.5068
sub092,sub126,0.4509
sub092,sub127,0.4238
sub092,sub128,0.5895
sub092,sub129,0.4469
sub092,sub130,0.3715
sub092,sub131,0.4908
sub092,sub132,0.4629
sub092,sub133,0.3313
sub092,sub134,0.4952
sub092,sub135,0.4439
sub092,sub136,0.5771
sub092,sub137,0.3416
sub092,sub138,0.4476
sub092,sub139,0.5710
sub092,sub140,0.4668
sub092,sub141,0.4783
sub092,sub142,0.4562
sub092,sub143,0.4381
sub092,sub144,0.4580
sub092,sub145,0.4877
sub092,sub146,0.8140
sub092,sub147,0.4483
sub092,sub148,0.4366
sub092,sub149,0.4144
sub092,sub150,0.5739
sub092,sub151,0.5006
sub092,sub152,0.5022
sub092,sub153,0.7029
sub092,sub154,0.5106
sub092,sub155,0.8299
sub092,sub156,0.4149
sub092,sub157,0.4326
sub092,sub158,0.6987
sub092,sub159,0.6191
sub092,sub160,0.3820
sub092,sub161,0.4774
sub092,sub162,0.3946
sub092,sub163,0.4426
sub092,sub164,0.3923
sub092,sub165,0.4047
sub092,sub166,0.4660
sub092,sub167,0.5859
sub092,sub168,0.3659
sub092,sub169,0.5892
sub092,sub170,0.4596
sub092,sub171,0.6396
sub092,sub172,0.4993
sub092,sub173,0.5529
sub092,sub174,0.4154
sub093,sub094,0.5496
sub093,sub095,0.6574
sub093,sub096,0.4974
sub093,sub097,0.4860
sub093,sub098,0.5184
sub093,sub099,0.4843
sub093,sub100,0.5316
sub093,sub101,0.3693
sub093,sub102,0.4563
sub093,sub103,0.4095
sub093,sub104,0.4343
sub093,sub105,0.4480
sub093,sub106,0.4648
sub093,sub108,0.4081
sub093,sub109,0.4017
sub093,sub110,0.4334
sub093,sub111,0.4512
sub093,sub112,0.5808
sub093,sub113,0.4341
sub093,sub114,0.4978
sub093,sub115,0.5434
sub093,sub117,0.4543
sub093,sub119,0.4661
sub093,sub120,0.5441
sub093,sub121,0.4407
sub093,sub122,0.4825
sub093,sub123,0.5036
sub093,sub124,0.5358
sub093,sub125,0.4495
sub093,sub126,0.5054
sub093,sub127,0.4924
sub093,sub128,0.4502
sub093,sub129,0.3388
sub093,sub130,0.3849
sub093,sub131,0.4407
sub093,sub132,0.4264
sub093,sub133,0.3656
sub093,sub134,0.4470
sub093,sub135,0.5050
sub093,sub136,0.5712
sub093,sub137,0.4245
sub093,sub138,0.5577
sub093,sub139,0.5448
sub093,sub140,0.4789
sub093,sub141,0.4520
sub093,sub142,0.5068
sub093,sub143,0.5113
sub093,sub144,0.4919
sub093,sub145,0.4474
sub093,sub146,0.4066
sub093,sub147,0.4978
sub093,sub148,0.4393
sub093,sub149,0.5236
sub093,sub150,0.5903
sub093,sub151,0.4030
sub093,sub152,0.4601
sub093,sub153,0.4130
sub093,sub154,0.5509
sub093,sub155,0.4354
sub093,sub156,0.3591
sub093,sub157,0.5480
sub093,sub158,0.4895
sub093,sub159,0.6007
sub093,sub160,0.4661
sub093,sub161,0.4076
sub093,sub162,0.4315
sub093,sub163,0.4873
sub093,sub164,0.5679
sub093,sub165,0.3548
sub093,sub166,0.4733
sub093,sub167,0.5896
sub093,sub168,0.5024
sub093,sub169,0.5658
sub093,sub170,0.4462
sub093,sub171,0.4951
sub093,sub172,0.4809
sub093,sub173,0.4782
sub093,sub174,0.5301
sub094,sub095,0.6042
sub094,sub096,0.7668
sub094,sub097,0.5763
sub094,sub098,0.7989
sub094,sub099,0.7647
sub094,sub100,0.7756
sub094,sub101,0.4118
sub094,sub102,0.5534
sub094,sub103,0.5207
sub094,sub104,0.5205
sub094,sub105,0.5200
sub094,sub106,0.7227
sub094,sub108,0.4389
sub094,sub109,0.4692
sub094,sub110,0.5520
sub094,sub111,0.5056
sub094,sub112,0.5571
sub094,sub113,0.4902
sub094,sub114,0.5482
sub094,sub115,0.7074
sub094,sub117,0.5913
sub094,sub119,0.4457
sub094,sub120,0.5622
sub094,sub121,0.7184
sub094,sub122,0.3798
sub094,sub123,0.4554
sub094,sub124,0.6188
sub094,sub125,0.6819
sub094,sub126,0.4984
sub094,sub127,0.5105
sub094,sub128,0.5612
sub094,sub129,0.4212
sub094,sub130,0.4289
sub094,sub131,0.5927
sub094,sub132,0.5086
sub094,sub133,0.4421
sub094,sub134,0.6314
sub094,sub135,0.4624
sub094,sub136,0.8544
sub094,sub137,0.3403
sub094,sub138,0.5175
sub094,sub139,0.4631
sub094,sub140,0.5899
sub094,sub141,0.6161
sub094,sub142,0.7674
sub094,sub143,0.4395
sub094,sub144,0.8002
sub094,sub145,0.7177
sub094,sub146,0.4366
sub094,sub147,0.4847
sub094,sub148,0.4167
sub094,sub149,0.5763
sub094,sub150,0.7792
sub094,sub151,0.5308
sub094,sub152,0.5243
sub094,sub153,0.4070
sub094,sub154,0.5807
sub094,sub155,0.4190
sub094,sub156,0.4340
sub094,sub157,0.4087
sub094,sub158,0.4671
sub094,sub159,0.4766
sub094,sub160,0.4450
sub094,sub161,0.6312
sub094,sub162,0.5615
sub094,sub163,0.4937
sub094,sub164,0.3974
sub094,sub165,0.5251
sub094,sub166,0.4390
sub094,sub167,0.5341
sub094,sub168,0.3840
sub094,sub169,0.5701
sub094,sub170,0.5264
sub094,sub171,0.7146
sub094,sub172,0.7013
sub094,sub173,0.6416
sub094,sub174,0.5380
sub095,sub096,0.4456
sub095,sub097,0.6028
sub095,sub098,0.4744
sub095,sub099,0.4311
sub095,sub100,0.6482
sub095,sub101,0.3640
sub095,sub102,0.4128
sub095,sub103,0.4169
sub095,sub104,0.4060
sub095,sub105,0.4694
sub095,sub106,0.4406
sub095,sub108,0.3816
sub095,sub109,0.3926
sub095,sub110,0.4314
sub095,sub111,0.4459
sub095,sub112,0.4988
sub095,sub113,0.4307
sub095,sub114,0.4510
sub095,sub115,0.4485
sub095,sub117,0.4146
sub095,sub119,0.3901
sub095,sub120,0.4641
sub095,sub121,0.4994
sub095,sub122,0.4445
sub095,sub123,0.4375
sub095,sub124,0.4997
sub095,sub125,0.4515
sub095,sub126,0.5283
sub095,sub127,0.6106
sub095,sub128,0.3896
sub095,sub129,0.3259
sub095,sub130,0.3255
sub095,sub131,0.4443
sub095,sub132,0.4234
sub095,sub133,0.3465
sub095,sub134,0.4082
sub095,sub135,0.5127
sub095,sub136,0.5624
sub095,sub137,0.3743
sub095,sub138,0.5639
sub095,sub139,0.5232
sub095,sub140,0.4368
sub095,sub141,0.4222
sub095,sub142,0.5237
sub095,sub143,0.4254
sub095,sub144,0.5084
sub095,sub145,0.4172
sub095,sub146,0.3729
sub095,sub147,0.4554
sub095,sub148,0.4763
sub095,sub149,0.7041
sub095,sub150,0.5251
sub095,sub151,0.3904
sub095,sub152,0.4245
sub095,sub153,0.3501
sub095,sub154,0.4794
sub095,sub155,0.3502
sub095,sub156,0.3782
sub095,sub157,0.4619
sub095,sub158,0.4123
sub095,sub159,0.5253
sub095,sub160,0.4681
sub095,sub161,0.3780
sub095,sub162,0.3656
sub095,sub163,0.4904
sub095,sub164,0.4123
sub095,sub165,0.4898
sub095,sub166,0.4528
sub095,sub167,0.6640
sub095,sub168,0.4643
sub095,sub169,0.5925
sub095,sub170,0.3999
sub095,sub171,0.4548
sub095,sub172,0.4206
sub095,sub173,0.4375
sub095,sub174,0.4616
sub096,sub097,0.4616
sub096,sub098,0.7512
sub096,sub099,0.7546
sub096,sub100,0.6918
sub096,sub101,0.3394
sub096,sub102,0.5928
sub096,sub103,0.4714
sub096,sub104,0.5154
sub096,sub105,0.4005
sub096,sub106,0.7326
sub096,sub108,0.4197
sub096,sub109,0.5003
sub096,sub110,0.4787
sub096,sub111,0.4731
sub096,sub112,0.6616
sub096,sub113,0.3813
sub096,sub114,0.5253
sub096,sub115,0.6976
sub096,sub117,0.5787
sub096,sub119,0.4212
sub096,sub120,0.6696
sub096,sub121,0.6538
sub096,sub122,0.6462
sub096,sub123,0.5963
sub096,sub124,0.5830
sub096,sub125,0.6804
sub096,sub126,0.4429
sub096,sub127,0.4252
sub096,sub128,0.5635
sub096,sub129,0.3703
sub096,sub130,0.4592
sub096,sub131,0.5915
sub096,sub132,0.4841
sub096,sub133,0.3580
sub096,sub134,0.6355
sub096,sub135,0.4698
sub096,sub136,0.7171
sub096,sub137,0.5798
sub096,sub138,0.5049
sub096,sub139,0.4656
sub096,sub140,0.6327
sub096,sub141,0.6542
sub096,sub142,0.6704
sub096,sub143,0.7123
sub096,sub144,0.7548
sub096,sub145,0.6722
sub096,sub146,0.3838
sub096,sub147,0.4236
sub096,sub148,0.3929
sub096,sub149,0.4624
sub096,sub150,0.8012
sub096,sub151,0.4432
sub096,sub152,0.6135
sub096,sub153,0.4023
sub096,sub154,0.7222
sub096,sub155,0.4847
sub096,sub156,0.3890
sub096,sub157,0.5455
sub096,sub158,0.4480
sub096,sub159,0.4519
sub096,sub160,0.4941
sub096,sub161,0.7360
sub096,sub162,0.5293
sub096,sub163,0.4793
sub096,sub164,0.3336
sub096,sub165,0.3707
sub096,sub166,0.4147
sub096,sub167,0.4671
sub096,sub168,0.6262
sub096,sub169,0.5021
sub096,sub170,0.5157
sub096,sub171,0.6986
sub096,sub172,0.6891
sub096,sub173,0.7248
sub096,sub174,0.4972
sub097,sub098,0.5584
sub097,sub099,0.5864
sub097,sub100,0.7151
sub097,sub101,0.4792
sub097,sub102,0.6630
sub097,sub103,0.5085
sub097,sub104,0.7146
sub097,sub105,0.5180
sub097,sub106,0.5551
sub097,sub108,0.7041
sub097,sub109,0.7518
sub097,sub110,0.4725
sub097,sub111,0.6769
sub097,sub112,0.5641
sub097,sub113,0.5147
sub097,sub114,0.5526
sub097,sub115,0.4790
sub097,sub117,0.5618
sub097,sub119,0.5643
sub097,sub120,0.5949
sub097,sub121,0.8070
sub097,sub122,0.3963
sub097,sub123,0.4796
sub097,sub124,0.5809
sub097,sub125,0.7326
sub097,sub126,0.6089
sub097,sub127,0.8505
sub097,sub128,0.5812
sub097,sub129,0.4973
sub097,sub130,0.7078
sub097,sub131,0.7003
sub097,sub132,0.7705
sub097,sub133,0.4345
sub097,sub134,0.7435
sub097,sub135,0.6733
sub097,sub136,0.6171
sub097,sub137,0.3835
sub097,sub138,0.5612
sub097,sub139,0.5470
sub097,sub140,0.6543
sub097,sub141,0.5841
sub097,sub142,0.6406
sub097,sub143,0.4735
sub097,sub144,0.6094
sub097,sub145,0.6346
sub097,sub146,0.4399
sub097,sub147,0.5696
sub097,sub148,0.7343
sub097,sub149,0.8178
sub097,sub150,0.4904
sub097,sub151,0.5138
sub097,sub152,0.7741
sub097,sub153,0.5320
sub097,sub154,0.5465
sub097,sub155,0.4216
sub097,sub156,0.4530
sub097,sub157,0.4345
sub097,sub158,0.6218
sub097,sub159,0.5814
sub097,sub160,0.5662
sub097,sub161,0.5828
sub097,sub162,0.5893
sub097,sub163,0.7200
sub097,sub164,0.4979
sub097,sub165,0.5698
sub097,sub166,0.7552
sub097,sub167,0.5921
sub097,sub168,0.4335
sub097,sub169,0.8362
sub097,sub170,0.7518
sub097,sub171,0.6801
sub097,sub172,0.5763
sub097,sub173,0.5753
sub097,sub174,0.4969
sub098,sub099,0.7538
sub098,sub100,0.8346
sub098,sub101,0.5079
sub098,sub102,0.6722
sub098,sub103,0.6771
sub098,sub104,0.5646
sub098,sub105,0.5076
sub098,sub106,0.8247
sub098,sub108,0.5459
sub098,sub109,0.5444
sub098,sub110,0.6000
sub098,sub111,0.6166
sub098,sub112,0.5774
sub098,sub113,0.4774
sub098,sub114,0.6503
sub098,sub115,0.7271
sub098,sub117,0.6600
sub098,sub119,0.5511
sub098,sub120,0.6687
sub098,sub121,0.6929
sub098,sub122,0.3851
sub098,sub123,0.4908
sub098,sub124,0.7337
sub098,sub125,0.7585
sub098,sub126,0.5448
sub098,sub127,0.4983
sub098,sub128,0.6513
sub098,sub129,0.6008
sub098,sub130,0.5008
sub098,sub131,0.6433
sub098,sub132,0.5876
sub098,sub133,0.4301
sub098,sub134,0.7354
sub098,sub135,0.5175
sub098,sub136,0.8300
sub098,sub137,0.3724
sub098,sub138,0.5180
sub098,sub139,0.5039
sub098,sub140,0.6416
sub098,sub141,0.6594
sub098,sub142,0.7321
sub098,sub143,0.4882
sub098,sub144,0.7480
sub098,sub145,0.6585
sub098,sub146,0.5092
sub098,sub147,0.5275
sub098,sub148,0.4686
sub098,sub149,0.5134
sub098,sub150,0.7523
sub098,sub151,0.5730
sub098,sub152,0.6392
sub098,sub153,0.5887
sub098,sub154,0.6257
sub098,sub155,0.5021
sub098,sub156,0.5388
sub098,sub157,0.4403
sub098,sub158,0.5977
sub098,sub159,0.5208
sub098,sub160,0.5291
sub098,sub161,0.6648
sub098,sub162,0.6853
sub098,sub163,0.5247
sub098,sub164,0.4300
sub098,sub165,0.5699
sub098,sub166,0.5525
sub098,sub167,0.6151
sub098,sub168,0.4021
sub098,sub169,0.6309
sub098,sub170,0.6622
sub098,sub171,0.6988
sub098,sub172,0.8264
sub098,sub173,0.7081
sub098,sub174,0.5681
sub099,sub100,0.7406
sub099,sub101,0.4207
sub099,sub102,0.6535
sub099,sub103,0.5637
sub099,sub104,0.5570
sub099,sub105,0.4435
sub099,sub106,0.8154
sub099,sub108,0.4624
sub099,sub109,0.5553
sub099,sub110,0.4929
sub099,sub111,0.5649
sub099,sub112,0.6157
sub099,sub113,0.4750
sub099,sub114,0.5417
sub099,sub115,0.7094
sub099,sub117,0.6244
sub099,sub119,0.5050
sub099,sub120,0.6256
sub099,sub121,0.7264
sub099,sub122,0.4050
sub099,sub123,0.4773
sub099,sub124,0.6424
sub099,sub125,0.7634
sub099,sub126,0.4799
sub099,sub127,0.4826
sub099,sub128,0.6846
sub099,sub129,0.3846
sub099,sub130,0.4989
sub099,sub131,0.6353
sub099,sub132,0.5585
sub099,sub133,0.4540
sub099,sub134,0.7385
sub099,sub135,0.5238
sub099,sub136,0.7907
sub099,sub137,0.3673
sub099,sub138,0.6479
sub099,sub139,0.5258
sub099,sub140,0.6283
sub099,sub141,0.6558
sub099,sub142,0.7669
sub099,sub143,0.4945
sub099,sub144,0.7866
sub099,sub145,0.6854
sub099,sub146,0.3981
sub099,sub147,0.4975
sub099,sub148,0.4375
sub099,sub149,0.5627
sub099,sub150,0.7829
sub099,sub151,0.5164
sub099,sub152,0.6611
sub099,sub153,0.4163
sub099,sub154,0.6379
sub099,sub155,0.4305
sub099,sub156,0.4111
sub099,sub157,0.4753
sub099,sub158,0.5402
sub099,sub159,0.5522
sub099,sub160,0.4675
sub099,sub161,0.6446
sub099,sub162,0.6146
sub099,sub163,0.6156
sub099,sub164,0.3713
sub099,sub165,0.3933
sub099,sub166,0.4594
sub099,sub167,0.4862
sub099,sub168,0.4773
sub099,sub169,0.5804
sub099,sub170,0.6195
sub099,sub171,0.7049
sub099,sub172,0.8235
sub099,sub173,0.7310
sub099,sub174,0.5652
sub100,sub101,0.4547
sub100,sub102,0.6473
sub100,sub103,0.6064
sub100,sub104,0.5383
sub100,sub105,0.5667
sub100,sub106,0.8047
sub100,sub108,0.5146
sub100,sub109,0.5457
sub100,sub110,0.5100
sub100,sub111,0.6673
sub100,sub112,0.5538
sub100,sub113,0.4433
sub100,sub114,0.5785
sub100,sub115,0.6338
sub100,sub117,0.6173
sub100,sub119,0.5015
sub100,sub120,0.6528
sub100,sub121,0.7982
sub100,sub122,0.4249
sub100,sub123,0.5062
sub100,sub124,0.6654
sub100,sub125,0.7473
sub100,sub126,0.5756
sub100,sub127,0.6726
sub100,sub128,0.5851
sub100,sub129,0.4713
sub100,sub130,0.5163
sub100,sub131,0.6576
sub100,sub132,0.5446
sub100,sub133,0.3639
sub100,sub134,0.7466
sub100,sub135,0.5651
sub100,sub136,0.7889
sub100,sub137,0.3881
sub100,sub138,0.5721
sub100,sub139,0.5406
sub100,sub140,0.5963
sub100,sub141,0.6024
sub100,sub142,0.7789
sub100,sub143,0.5066
sub100,sub144,0.7575
sub100,sub145,0.6209
sub100,sub146,0.4479
sub100,sub147,0.4882
sub100,sub148,0.4982
sub100,sub149,0.7396
sub100,sub150,0.7097
sub100,sub151,0.5321
sub100,sub152,0.6737
sub100,sub153,0.5028
sub100,sub154,0.6322
sub100,sub155,0.4323
sub100,sub156,0.4537
sub100,sub157,0.4615
sub100,sub158,0.5798
sub100,sub159,0.5185
sub100,sub160,0.5330
sub100,sub161,0.6147
sub100,sub162,0.6028
sub100,sub163,0.6064
sub100,sub164,0.4183
sub100,sub165,0.5985
sub100,sub166,0.5283
sub100,sub167,0.7197
sub100,sub168,0.4715
sub100,sub169,0.7118
sub100,sub170,0.6746
sub100,sub171,0.6606
sub100,sub172,0.7995
sub100,sub173,0.6825
sub100,sub174,0.5439
sub101,sub102,0.6915
sub101,sub103,0.6121
sub101,sub104,0.5232
sub101,sub105,0.4979
sub101,sub106,0.4957
sub101,sub108,0.5896
sub101,sub109,0.5126
sub101,sub110,0.5632
sub101,sub111,0.5566
sub101,sub112,0.4327
sub101,sub113,0.5086
sub101,sub114,0.6179
sub101,sub115,0.5174
sub101,sub117,0.4299
sub101,sub119,0.6467
sub101,sub120,0.4801
sub101,sub121,0.3955
sub101,sub122,0.3049
sub101,sub123,0.4320
sub101,sub124,0.5072
sub101,sub125,0.4699
sub101,sub126,0.5325
sub101,sub127,0.4843
sub101,sub128,0.5083
sub101,sub129,0.6190
sub101,sub130,0.4349
sub101,sub131,0.4726
sub101,sub132,0.5143
sub101,sub133,0.4737
sub101,sub134,0.4102
